Business id,Stars,Service,Cleanliness,Authenticity,Value for money
SGWbqpbGjNjJ51FHLBTlWw,5,79,91,94,90
E_eIph8IT10Uo06ZdWwoUw,1,37,44,38,36
R-Me-p4Rbb0q-2pjSzyDbw,2,52,57,74,55
VGOpZ15XmabMYuxW1J8zqQ,4,75,86,85,78
IRnQNbsjgVjW28YYiZcJJA,2,37,35,34,50
QS2kvdgJ-X2cUJrxBWgT7g,1,19,49,41,41
uLL2uKqYnPAFwBw11LzDUQ,3,54,25,60,20
VO-p1uczeMbzH8bEAv-RgA,3,50,50,46,60
Jc2X0JqdBupkOzTPZtbcWA,4,95,89,93,79
eeDcY3TD89COiaZl7dP34Q,4,86,92,92,92
pP71Ir_U2uKU10f4vwA7tA,5,78,93,81,85
l7FP9rg6iyDnjFOnifv7BA,4,82,90,87,85
3jy3CXO6gVEat4uB-E2msA,4,75,91,81,88
BLISNIoF179UUfCBTxNUOA,4,77,89,95,84
hmYnzs8-aHbltaOOGDgmbA,2,68,32,54,31
zUgDrRtGvK5ZTFlHCsTHwA,4,82,94,85,86
qlCmHxsQ_9jsV88Fg8gWag,5,95,94,88,95
Zw9wEAk9L6oTZi63f4zVvA,4,95,95,94,92
W9NUdpRX7gLXHLM2-NeKeA,3,87,17,36,86
Z3GVMJuFuGhf3rweIayJ9w,3,49,71,53,41
1hkksm102yQY1DyfTPSzmA,4,87,94,94,87
w57TpTKCHN47Cgtajm7_KA,5,75,94,91,78
zaOer9HLHFkWUd2_Fi3rrQ,4,77,91,87,77
hVC6E29dg5Rx4ADSxt3kTA,2,21,50,38,19
3ky17eHU-4gSl3knpI__-w,3,77,94,30,26
lDUMAAO00YSmMO6h_9YLCg,3,49,58,89,84
TgmATA24L3CTDn98c24RAQ,2,31,50,60,51
E2n2pVPq9oaPof6VYeFiwA,2,35,53,69,28
RbFLWFg6TQpq0kKhAr6B7Q,1,52,46,43,35
WPUf-Eo6PHxDNqPygahiUA,3,77,51,64,81
G7Ull-QUaNXyPwtEErHZ8g,3,24,40,47,93
fquV3OV8sR27kifYolHn_w,4,95,92,94,89
H94fBucKEuNKsjbSy7WODg,3,75,85,39,76
YGaowC1J4GfkQYyYLYWnQQ,3,21,27,86,86
fDDL7yxkCs1qniw0PzVT1Q,5,78,95,82,78
OoYwJANV9zD-_OA4Atu-gg,1,36,35,52,15
IB94L7whVPjcFLoCxhNfhw,3,41,90,80,68
TRVxECjXtoqqsM7PYUKmIA,1,47,38,50,40
EHgGscaiJBghjZVT9hsBFw,2,44,74,26,18
E9quMjGRkDgRYh6SVTaHOw,2,19,23,42,59
Z2L0j0MZ9m0IwaWmcvnxGQ,2,57,45,75,34
2Ne7F6TMuUdRUGhyjj7abg,3,36,17,71,16
5idlmsT1O86_ywGJtqot5w,1,34,41,42,30
puQ2WGO0L2KvKqNQCJYZRw,4,80,86,90,94
0xfVubbU3z8O2NcuEYSQNg,5,75,89,95,90
szhHLNACFt74BtdSY3mDeg,5,94,91,81,88
rf7Y2pBQOgQtf2UsJjQSug,4,87,88,86,77
dqUihMM3SFPJ9GE-3bAlpQ,5,92,92,87,83
vJvEKFtQ8Am95tWEkiwOGA,5,91,86,84,78
ELUUibdDcrZHyvE-e-QsVw,4,84,85,92,77
zT45hBptOygpgCddHZRsjA,5,84,94,91,86
IRpZS7EmmBeSM7oBnDd5iw,5,89,91,92,84
qUMPCi_h3mkrmCBUhXP4qw,1,21,48,44,51
tsSJtuCbAGIYo01rUoygtw,5,91,89,84,81
-IZvuqxekWEvJqDw308daQ,2,39,23,15,44
IK1XaujWC-znIGaVE0tbBA,1,26,31,55,45
2VdCHCPFzow7zcBSaPMbKA,4,79,93,83,89
6gFcUhaYdinTbIhO2pcvdg,1,50,16,40,46
tPaweigPsXacvQT8daYT4g,5,94,85,92,88
bEEIrHfXCiqCix6zG5IRqA,5,85,95,85,95
UBj-25LU5dxJ9meb-TPc9w,5,88,93,85,77
fQclKmk5G2_g98cDNPvj0g,1,37,42,42,40
BTCyGInJYzRTQVBhZvC9qw,1,52,52,50,31
fgpqBO-7oF49LzIuNDT5_g,5,83,89,81,82
VtmNIqIxPNiOcp9J5e4xqw,2,59,18,15,40
CRVtzesMuwHK-phmS_ojaA,4,95,87,90,80
4K5NUsinIgtq-yuxdp2HdA,4,77,88,83,95
B5Ik1CENjyUnmb3hGotsuA,5,83,92,81,95
kXs6bmFzB6s_BBVkx_2VEA,5,76,91,93,83
utR8Ei5_c2CRAIffpYtdZQ,5,79,89,89,82
fSJFRzOF92gBuJ2ePitCEQ,4,81,88,92,91
OD09pm-MzynigAvD5KoGPA,5,78,95,80,93
nDR44qJoC2NZwhy0RcIS_w,5,89,93,82,88
xMJc28b9WxFZVedLzrNhvQ,5,79,95,82,78
Y8tLwAVO1thFRjVgt0TZ0A,1,46,37,43,53
Ec8fKdO0oxZNOCeG2ThwpQ,5,92,88,80,79
hw_KHdAfqpj2_rtomBlmxg,1,48,30,19,55
X167A2IScyfPY8B8UBb34g,5,92,91,91,87
bkapAjFTCxa8gEV51cI6ng,5,94,94,91,90
LWvrTFkCSLPGldJqccGHhQ,5,77,95,92,86
ZDoqO7cSDoWGNi-8OV2-Ew,1,21,39,24,25
dEi4_bO8ydNHgcRNKV8q6g,5,94,87,89,83
C2XhRIxtylJO1XfC54f6oQ,2,62,22,75,15
scKBZXRbjbUOUX2prVrWVQ,4,82,91,81,92
vXE5FtU4RXUemkjXYjUXWA,5,86,85,94,90
R9osrGLOriBmKbYwXpWvdQ,5,84,86,93,89
HFyMS_9yLaYN7GIcXzcboA,1,36,42,21,51
_TfOkj6pt11O3ZwCv27MvQ,5,87,89,86,80
wkqoo1p4XrEJv_VzNQiZAA,5,91,92,87,93
Yoc9_4sv6AT1AIohPPiGbA,1,28,52,36,55
x_SK4kvfWdCDDBmA_ErxqA,5,89,87,88,94
WBxR9IC6E9-4szNzq7_Y3Q,5,81,85,88,87
068SDTbi41-7CkR-r2guiA,1,35,53,23,36
azjE04y7QcqmpnJH2ldDZQ,1,43,40,18,18
LIIBIP8HedzuM3Ym5Pcvyg,5,80,85,91,77
Zrn5WtnkH2QXfHKd5Loomw,1,27,37,51,36
_UfEWbhEphABjkDHCbqe4w,5,92,94,93,89
vBV5IbpTgUKuu2HlneE2NA,3,71,92,54,30
7ktiaN-J40HFwznCMpOjDw,5,85,92,90,82
Ly_z24Lvt5592TDSMQ0KHQ,5,78,89,89,85
DEF5yv_BfLzmzPKwySb23w,4,85,91,80,87
bRaszmMXirJWLdK2N0q3UA,5,87,87,83,89
5ypkaiDcybqchiuviIes3g,2,69,72,59,21
Wg8MoazR1yW9xbAr2jR8Nw,5,90,85,90,94
5SJIUeayoebPjCaSasfWZA,5,86,89,87,94
WWqdy9PKOSyhLgHIGaNFrA,1,53,28,25,20
Tp5bR1WX1C8g74rYRR_AIQ,5,75,88,87,89
9SFLWjb1wmEPJED6EDYUkA,1,21,32,40,35
XUwYk6EAIdh3pNPgWsdiEA,2,49,29,21,16
rxb_aoT1B0pHvzcV685QFA,5,93,90,83,94
6W20fKnjqPTSU2irnSVmSQ,4,76,87,95,93
YBH3_70G7a7O80FR5d6ZTQ,5,94,91,81,91
2oZnvLm6SEYDv_lBvFW1Zg,5,81,92,85,84
GUVfoORQiLODnXGVIEn7yg,5,82,90,85,89
sArY4vj_AtHLZoKHscD4ew,3,79,25,60,34
GqHbCfeLISeke9boLt7zyw,5,83,89,89,77
JclZSwGl5SEvwPd-4RszPQ,5,87,85,94,92
EPl7JxQTLmXbk9GdWeXgVA,5,84,89,95,91
8l9IhlS1FY0zdh091UC3Kw,5,77,95,84,82
XpnkPS-56dYTdjwC8RRLuw,2,32,20,32,30
vK1_qKEG7zHvjiTOsN0CRg,4,83,86,82,79
x9p1WdRz7FSRy0Q38PiGlA,2,34,49,26,44
hH36Av7cncv499KS3kjcXg,5,79,86,80,86
eUw1rm2UBbpMQ3Vi5okzPg,1,16,38,30,20
qPc_J2M56_hBHvqpncNVfQ,5,84,91,85,91
ZXcKHmf-QxjYq2zVqN5UYg,5,88,85,95,82
4uZkUUbl6dr_bjmS2QNnbA,5,90,95,95,90
zsq3pzBUTf8QZAChHN2urQ,5,85,89,95,79
YYF4OrDT4GYQ9zLxmXdYKw,5,77,93,87,82
hI6xuH392R9zfTeQe3cO3Q,5,81,92,83,92
l9B72QwKjUhEA-pLumCa5w,2,48,18,68,72
9opBpj_d1TCv_J41dAUhBw,4,89,87,90,81
Wdz6G6q7WeTaJ8m-YtsSdg,1,55,47,24,21
n2unS6CwXs2WeGbT7Cyv9w,5,90,85,85,93
4DtjA7EoxUSyWiXEuElPVA,4,92,93,83,95
N1kWsUy-JO9YnYeHNDc-cw,5,84,90,80,94
V_2-bxKWfVkOrO9ym7rMjg,5,78,89,88,86
O3PiNOj1vv5dCCywdw3_og,1,52,29,21,51
jqgdPl6C5TMic5001TCY3Q,5,76,87,84,81
3genf54wZ38pMyax6TRevQ,5,88,85,89,86
DaVnpKqjOaYNHQ1UYOpqow,5,83,86,86,93
XXvZBIHoJBU5d6-a-oyMWQ,5,80,91,82,84
e4h-sBBD70pn1RuAv_Q61w,4,76,88,92,95
ZARxy5Orzk9Ocay0IkU_-Q,4,77,92,82,93
eVUmrTEqZeTKLdCS0Xf5tQ,3,60,56,88,19
AT11KKh8xkmz2sRLZpzIxw,5,78,89,95,86
ioY-a1TntpsAGJAG5_1Zyw,1,52,53,38,16
v_FSmMbFHbsJS8G-fqx6Sg,5,78,92,89,86
0FgFNbsWQs2kYuYaWHSIYw,5,82,85,83,81
FN6tpn3KMTsrcGpDZzVezA,1,51,39,20,17
XGMpMJ94OyHmAYRVMdEnGQ,5,94,88,86,89
wjZMgmD-zljbJz8rBHzLqw,5,94,93,86,89
f-7sTbx8u7c9t1-r_Fdoow,5,94,95,90,81
ugLQ5AP7pSrCb0uMhS-UXg,5,91,89,89,87
fXqlzAM6PTXUGrU4y33LzQ,5,84,89,92,86
J5daYIrc-WnihJ5H9lyJmQ,5,88,87,95,87
PQTtKaBK_WdvLm-zp4fQ1g,5,78,85,86,86
O_cvS8uAocco3R3Pg9np-g,5,93,94,84,82
n1AWiP49A5ROroNnbtm0ow,4,87,92,86,90
Nh5gWjOzKQOb8kSq48uaoA,5,85,89,83,95
UJb1PrUWDFfuzwUPc1pP4Q,4,83,86,82,92
lWjA_Cv3H-yD8akIXLpt8A,2,68,73,24,28
jns_WfCyWfMSQOOxEfo5_g,5,85,93,86,94
mQiBgd-9GzQUTmqzfKdPfg,5,95,91,84,93
tL9003ETHUAcHF-eaDQd1Q,5,93,88,93,80
4xkjmpgUNJdwQo8FKIYp6Q,3,91,40,15,40
hq17ShjPKHnGn5DGnHrsXw,4,94,88,95,78
XXQEEaYFhW_RAMd3WzGmjw,1,19,32,37,21
D6RDpCS1lfgZdPuLHlpsHA,1,26,46,55,46
aoRj9T9roxt7K_Pgqvln3A,5,89,91,91,90
qBvBYX-9HMbZvMB8x5JSzw,5,78,87,87,94
w4CqCGPubjKRpNsBsW7W9g,4,90,85,87,93
nW4UcZHFbmKgTTkmN1vx5A,5,75,88,83,79
429gUSGErbzig8xgf_LB4w,5,85,86,88,78
LjTK9yifZBHgj2HZn8Znww,1,48,25,36,29
zmpH9eQnahsW702YPVUzpQ,5,75,90,95,79
oFseXpQzaAE3_Fco0fsMDQ,1,20,52,28,21
U2W22Vy1oSs4G7W-2vdQ4w,1,36,20,23,20
K3A2k19HhFwh00u7jAvIsQ,1,16,41,22,36
jk5q1HemVf7ryFObf1pDmw,4,81,86,94,95
FQlaetp-MdewsWwt6iby8Q,5,81,87,90,90
iRCgRxw33qEg4GlKcFpKvQ,1,49,35,38,24
oSxApRzEpA9lvue52ZSecQ,5,84,89,86,78
p_xIP8gXFhAVCjftc3l9dA,5,87,91,88,90
kC724vu3KdP_6QqiqbNAog,5,86,87,90,78
Ti_ic3yDOlc_jeyBvf_MOg,5,90,87,84,91
t61eGISz7qMOxEe7o3vwEw,4,91,88,80,83
SnpFUqKG6ZjurXYq5wZU_g,5,86,87,93,87
krkgXOMQ4rUCkFn43gvnSg,5,80,88,95,77
ZMp18tQQTjloj0pKSdENBw,3,91,84,25,15
na8sI8XoJSmPhiQ3MXsHSQ,4,83,89,93,79
NN5WoxeBHCwyfeopeS9hJw,5,81,89,86,87
VGBSw_36OQLh1b9SwUyW1g,1,29,42,54,16
lOW5kH6nHVOYfmoAfpWvHw,2,36,60,26,68
Dz5NDfPpXcID1qJbEfre4g,5,75,86,93,92
4jm-et6RMcjOkmrC_IcuCg,3,71,72,41,51
Ssk38csnsCmFpdewUxxVZQ,5,84,89,85,81
a_F_cD6n4UXT-jIo7kqAlg,1,33,44,25,55
7jhZtZjKc-uKOWsC8z7r3Q,5,91,88,88,93
614VPl1kNHVG3Cc98w585Q,5,83,87,94,89
pVm4vDDX6lhQKROqOox15g,4,95,86,85,95
euhSHOJzcYrff3B6F-okkw,5,77,95,92,90
o56LV-WnalGB0URVvoOh4A,4,86,85,80,82
KMYLwjpx6cjanynnc4mJvw,2,70,54,69,23
8MLkBZY6whYC0rpGIfmqbg,2,16,16,16,42
IM5dPxctFkpQDkwYyHQx6Q,4,90,91,95,80
_5BaYz2A3l2SJvA9Hv6POQ,4,78,90,88,81
DV9hrCAKTx9D932ZOd8t8Q,3,48,95,95,59
KKRG0UUeGwaYxzi6Hg86TA,5,83,87,83,90
LxNoSrtJYB7HvP5I-8p-Ow,3,94,79,92,92
W4LRU508M_TRjShk8lqVyw,4,87,88,94,89
r8hVqm9DeasZ0Bf2KMhbeg,4,95,89,95,78
ogWjp5Ys4fQoDUOU9r7kAA,4,90,87,86,80
YYZGRUCevWS41VZFxp4rrA,4,75,91,83,79
VcDKXH8PsnrccsotD60e9g,3,94,86,31,23
awPIH7K4WA5BKJfiQlZcow,3,51,17,89,83
T-0707ku9Ovt-Y8fLA2TrA,2,32,59,64,71
jbwyl98wXrEKDkgFz2PiwQ,4,94,87,88,83
ckbxCijGN-zUK_QmCPoGcQ,4,91,88,92,93
2ktKjN5z8EcqmUv6EDiDgA,4,85,92,81,94
V7DO6iLsHZnR7qS-FZMj6w,4,91,85,81,87
YZGAUc8CaWWc6ICSfeecoA,4,94,87,90,94
Es9EveyTloWGdgV0XFzDNQ,5,89,90,91,93
0jyyijQ1EsVMMHB2x_GJyA,5,86,85,92,90
Ffzhzidm9OesdEzR-MLuwg,4,84,94,86,83
OAWBoum2byFC-GfARO2bfQ,3,93,55,68,91
krAgdtJ-2CcNGpuwKCbt9A,4,76,85,87,88
3wGsvZj5-_YtM-4D4JndDQ,5,92,93,90,94
YmOWkved7K8q3eXgf4NNnA,2,52,15,40,31
bZ3-_GQZkHv5YI_zzqLNWA,5,79,87,85,91
fBxDUu5ftmNHbbX5qD_FcA,3,21,87,82,19
AUhevEi21Aqu-ISgaTcv6g,4,75,89,89,81
tklfNgU6O12PyN6Ss8r8nQ,5,91,85,90,79
pwIRcdI4fqIryZ5UEobzDA,5,92,89,93,83
aLMPefURoeWLDThyik_f6w,1,15,35,55,44
0k_Ax1rXz2lq6p2OThlOUQ,5,89,92,91,83
xhBEkI7MfrW1RZxfDAI7SQ,1,47,23,22,27
HutsUcVbARYK_ye7lGtKhg,1,35,36,38,44
JYQlHeAyVLmxdQfxDD4kFA,5,90,91,81,91
JBZzE2ZJe7l0iEwQLjCJzw,4,93,92,80,93
vGRgynaquP7CNZIxNYmYrw,5,88,90,80,78
NXU5CcXh2y0Ns5OJQ2wkgg,4,78,91,91,92
I3SNxHwSCuIrUMzCZJy0bQ,5,86,92,80,93
CoHa0hNT2hsL8RrbocYJdw,4,91,92,88,84
Wrd9LAbc8IOoAS5H6uw9sw,4,76,93,85,89
2lYMhZL2oHUpOQ2KjR5aJQ,1,48,38,22,24
uHL42yafZRYWHfQ2uaS2uQ,1,34,31,54,27
ocLr5R3t3jk5fu2ITqOnLw,5,75,89,87,81
JKEIo6UuQBoshtaBgk6FxQ,2,74,56,44,59
1C0dvufJgfKrDFfdsxai4g,1,23,50,33,53
ACb637NG7EnswRs8U_BX_w,5,89,91,93,94
gVEJPnEuy3wf0EA5OJEXGw,5,83,95,87,81
pdr6U7qSa9jIivVy_glF-w,4,93,94,84,83
UUEipaG_KEtLc9YqgZxY7Q,3,73,87,37,81
QNraL-gIxGAeXY2bNqTDdQ,3,49,77,19,19
jhnyhUR9so9OMc0ngrQIZw,5,77,91,95,90
BAPEDmIhR7V-LNNvWpJcHw,5,84,90,84,83
drbFGv7CoLDH2OheDUwUQA,1,16,35,17,21
OoKNxTMu5YAaNgQKQ4SrzA,5,92,94,86,80
MnacJ69mthATr8bwImvdTQ,5,80,88,89,84
KfxPrJ5PzgFRm2XltnbBLQ,1,27,37,52,45
qw4tcaoZqWSl-jSoCRZzOw,4,78,88,93,88
-krioyG0QCtBH81hU56Ghw,1,50,54,32,38
NEfnmr0PfdRlVFmo2GRSgQ,4,92,93,86,88
xxo0GsAFxQzUGStmCG6jWw,2,31,19,25,20
Nm-45TlwfszqbJtaIalbtw,3,86,91,82,57
3NB6yq9cCJbaWYP_u7C_SQ,1,51,36,18,47
upaurO0GyyWqb2o8IKNeNw,1,37,40,42,17
_9W8i0ZLcz8oCsjQIc3_Ww,3,94,87,43,66
t53w4JlkxTau-G-TzhSWog,5,82,90,84,79
lm9gDpvhJcZ-m2Y0feYtkA,1,52,38,33,46
93kdIq8Ao3KJgXWiuD4ZIw,4,81,93,85,77
5GoBfhIyEN-BMzVjO5QLeA,4,86,94,81,86
vU8-ATy2-MASm-bQXdhRaw,3,16,45,88,50
6XoPAnDoqujoY6FHYc6lPA,5,79,86,90,77
03Nlnwr1h-0CH4Ak_CQGyw,4,95,92,95,88
EhFpswgt9ifFzGOGE3Cpcg,5,75,95,88,81
LEYZb8jiD36RQTElxy0YrQ,4,78,91,91,85
TxaUpMtBLqXBe8wIJ4x6oQ,5,92,90,86,91
eDw3UUcM_T20WrsKldracw,4,77,94,82,89
4epAjbpoXbERNSileO0Vlg,4,76,94,91,78
ZUyWD8Rs_JY_yzw-t6VTBg,5,86,85,82,80
22so15K1aqikL9FHt37CSQ,4,90,94,80,91
dSEcQPPUlATxZf5pvN_t5Q,4,83,89,88,81
JwyH48vqADWY6HieOMDxgQ,4,90,91,93,82
ggZ5fXzWm_oKFMAHY4yAgA,5,85,85,86,90
bFfWZ4TEyejefj4yk41M5Q,3,46,67,74,88
SwjDIOUA3zFpHptkLe3KCQ,2,73,27,18,39
n_xqf8Es-k2XBOneXfYGRg,5,82,89,94,79
eN8mkjt_q686hGKi-A9ceg,5,75,88,93,91
yeTKcKUlTq-W7EJ5hPkqbw,2,65,66,66,51
MAKG_gI_r0nlDvh8ciYrhQ,5,90,87,88,77
I-VD-o4JDGSG5GHQ2EbrVA,2,68,40,30,47
tXUYqvRnA1m1nLxXT3Yv-g,1,23,36,51,49
Y_3wdqZUoi8qyW7ZugIQNw,5,87,86,94,83
9gPQvgpJTIt0yaYbCUOnHA,4,86,93,93,77
EiGzKrJIwnwWwAlyvwjpSA,5,76,92,91,86
Uk9-e66y4oWIZ5u946iJiQ,2,38,48,38,47
rhKzcgMm8CDhu7RZz_XxqQ,5,92,89,92,85
EHC5DREBj5BxVElWQsUIew,5,94,86,92,79
Z0ukPkDOC7GqgS8xAMuI6Q,3,56,15,28,89
zfiSQ1dl3vTJ-og96eqXGA,5,77,88,83,93
uSuEv4Jh9BGViT-ZQ1xzBA,5,90,85,80,92
txoQAX_qwsValfjHWhWp_A,4,80,89,88,93
yIoMFpefEVax9hdVbWPnOQ,3,32,67,80,84
31fbLq_lHPVXB4dtj4pW8Q,5,88,89,95,84
_PIxbGyLZONKMI3MV8sR6w,4,95,90,88,82
sc3dzhgg_8S2WUSIj6qxzw,5,82,85,85,95
KjA9PdRnrh_NtN0rVxMGSA,5,81,86,91,79
qz1W23W4HafC89WIC1DJhw,5,78,89,80,89
PgpO8RswM-xOitG4PBNo1w,5,89,85,93,80
DEeGnshpgUOIOjhq_dd5Ug,2,66,47,58,53
WAWWO9PCDTDiXwkKdkw5yA,5,94,87,91,89
tZSZTtFf6Auf3ijfx8KrzQ,5,85,86,92,94
Cv3NIg9Ahl-x86riaalXSA,5,81,89,95,88
WA0S3SRTaqPZLb-KYk9u6Q,5,86,90,91,93
m8Cbph-0tlMaYyXDwvKc3A,4,79,87,85,84
3vOWSanFt56CwRJOE9Kj_g,3,88,33,90,39
bhosqo-Q1xp67iLqrd1Rbw,2,38,69,55,42
Yqrahz7JPKMoZUTE4LOINg,1,42,41,49,28
V4eBX4KO_1jfWJP_EgnLAA,3,94,15,31,46
Nimxlt2BJQ_PuSFZ3iR10A,1,46,39,38,42
_BinpQSjqtEgycxQxKHIGg,1,52,29,29,35
3k4IgQRkxpzhz2mKxR6fIg,5,85,93,87,93
IDnUMj44iEhBn8I9BBLQbw,3,72,25,49,83
SFwOkS8pe25qpaSRZ_gGsA,5,90,93,95,78
bqMEml5HIFSMo4CPfjlG0A,4,89,87,88,77
Wiz6MLKtsiRBbt_MFCjaNw,2,50,17,52,62
Hg_BvWg5ywPD1hzUw3UWfQ,4,94,93,85,77
JC9jPWS9IX6xfX_9MiU4Cg,5,77,85,83,87
somNslYhaw-amdfh2Ol6Qw,1,27,22,49,41
P1du4TYLq4lvrwJzHt1pNw,1,44,51,28,16
d0z2wUeAuqB5eSpMQ4fC1w,1,41,23,31,30
aNSHsgyr2rt1LnYRtc6SPg,5,83,93,85,92
CQokoa1vN8j6OP7dyizJDw,1,30,23,33,16
TcQW4DNawqXGACLawaieyg,5,84,85,94,87
qVri-kxCnhQjXuU4cmhANA,2,40,34,71,72
mW97sJ9JVjs_REfp6XjRhQ,5,86,91,95,89
Oq_xWfwt5uJj_GTdnxAMyg,5,78,91,88,87
zG4sdiMWE7CZAsfrM4j6GA,5,95,93,88,84
UZfkeJXeypCOIwqTz0O52w,5,95,91,82,83
2m069BaxOm83GEJMuZatUw,5,87,93,88,82
LXKVQdkTXW--JcB3ahZ9AQ,1,54,20,38,19
HIzy8IRukyE_k4GRXJ3ViQ,5,78,92,86,87
M0REssWReekYlXb7rjkH6A,5,76,85,86,77
DnmLAQuSSF6oSyNi3Dg4uQ,2,19,34,57,22
2yCau2HWo3Ta4L0RYBJSQg,5,90,87,85,79
gouIMkOjkmOvgkR1lcUM4g,1,19,20,23,19
R8YuiPjyuKZJ93mI9Vka9g,5,91,88,83,90
LqfTM00I_qAMKSinXh4PtQ,5,77,95,86,92
_MnVcS4TwnqjFT6pNb1MrA,4,94,95,90,85
KBfzlzBNUJn-MsgFf-MX2g,4,82,92,89,88
vSnLt7ZJp-esmmzxLmiX3g,5,80,94,83,93
y13R5Bhd0x4CJk7f3IKhsA,5,90,89,82,93
atAjzQ7CUw_wM-GNh8piSA,1,55,38,50,18
FsCujpVh9Za2Dl5MIYLCxA,5,82,89,88,84
ef3JvfbHxFWUXuM09NN-Sg,1,53,37,28,31
uu4lXoxQUFMXyVlhRtoU5w,5,80,94,88,94
G80M0Pvd8piLkzOvuJIY6w,5,86,91,95,83
fGVZqXadtkQa9CN6dR6crw,5,82,95,81,87
HgPMvJsTaX73S3cBNmIrkw,1,53,16,39,35
j8qHhuVSjfRPTnmzoCW9sQ,5,77,91,84,93
kd1dU6oCXpB6gMWKZgvmvg,5,82,95,80,77
w4zb3G31oVVmJUfL86YZiQ,1,51,54,20,33
tvs4Ghov6ReD_3T0_CFBIg,5,85,90,83,90
jaCOkWbIqNBO6JkEkh2Wcg,1,47,36,38,20
l_4c__U60fVeTe4IYZBR3w,5,82,87,93,82
n2HkJt3y4Uvwex5AT5IeRA,1,41,53,45,55
h8XdexOcJlfLOwXIDtyalg,3,23,43,25,95
CO_pozE8p0bmptoeVQQk4Q,5,89,95,94,78
5lZpyuWjC7L9uJfLfqIQ_w,5,89,88,85,89
3MdLnbpkvTcsKkMszUv_3g,5,90,89,80,80
GtCrKxpL_JSwXr2yxMLt5A,5,87,86,85,77
g4JypcIOoGejIncLl3OF1w,5,77,91,90,84
CcTvk2-unBwmAZmU3PlKww,4,93,86,83,94
mexmHY_BsBQnrCcp_kQF4A,5,86,89,81,91
_MzJncLDDFC7-0QLt1KQcg,5,79,93,82,92
tGHUIqqlcBf4CEdX99tG8A,4,78,87,86,84
ggUT83oyw7KQbB-o1IOuQQ,5,85,92,83,93
pyTreZlATxEx4emDPH5NtQ,5,88,89,87,80
aXsmmtepl0JZNcl3pkXqww,4,77,95,91,79
bilj5I2GPCE-bIid9P2XdA,2,45,29,17,63
PlJMs0vV9rIS9jTjSPoKkA,1,39,36,37,31
Iqu-RwRA4XfwILKQLKQZew,5,92,88,87,94
Ee3bI8VXPU2PGE_vJg3Pqg,1,45,37,45,17
-P8zE64sftc0tkg2hiQeqQ,5,84,91,85,88
qcIaV85ruI4owcfivYRT4Q,5,77,88,90,85
ePjHWTk1AzpYbuh4lFzhxg,4,92,92,95,89
YKcKWiqIhTzTnqOYWvq7aA,5,90,94,80,89
j-WyPKVDSn4WGX1YE5oy6A,5,88,94,85,91
ZQoS396XFu-CkViZnBef9Q,5,76,93,81,84
N-PAAZ7g_MsXIrUPHS9PYw,5,81,87,94,88
FsrTvW5RDAxfcOKsNk5t-Q,1,46,37,39,50
oXtNK3A31VrWb43gLnEPdA,5,82,90,83,83
PK_yJS579FjaNiCkGGa6iA,5,87,93,81,84
diAJlvbE8UrRQ9RN2nZ5Tw,1,39,35,36,54
a1jkxammnO_xlIEvCJUn-Q,5,95,94,93,81
_M5ngf01IBY-v5LhluT-9w,1,28,29,49,23
YsLOVXOU4bxK_IAEZHZqLA,5,79,85,82,78
Zm2UxtBawR1oufodiW0tZw,1,43,39,20,31
AvC4DNDxs7XiET_RsiwMqw,5,80,93,85,89
EdmqizHq1G87882yRsqONw,5,78,87,83,81
WozFaG_gz9SpHFc8DA-xpQ,1,46,30,47,24
biVQDp3K_vNP1eK5wGZOJg,3,16,32,48,57
Alk4frpiwOJMHuW-b6f77g,5,90,90,83,77
tLCZdAt83gvD6Me_Vshu1w,5,93,94,82,80
DjvpsmdtEvnyMk2vXxpc-w,4,87,92,81,84
u3wWkEDVva0coF_AmzK3lg,5,76,86,90,77
x8YplLfloOzGGL8vlkeILw,1,23,52,49,50
c4lY3hHlf38c2Bxp9gDcDA,5,95,88,94,95
KYdIiZInYh2aWZSMoc5N-Q,2,15,68,59,21
bZP7Zzm3EGEUKcnVVqHweg,2,69,61,25,60
lC2hnEYBN_97HXDQnpGpZA,4,92,88,84,86
DF6kMTHYuKKME_00AinR-w,4,87,95,95,79
v0YATh4rCiPlBpSyNmh3tQ,4,92,95,93,77
p-wnqIJkii8YWAFjEWRf8g,2,25,62,74,38
r1uDaWsmrbNO4CC2Pei9RA,2,53,32,64,59
AxluhyBhbxz0Ndfmi0GjwA,1,39,27,39,46
1XVAnB6BTCSlk89LW_jgfw,5,81,86,84,87
VxYKVSpJOW9VanwWq9KDVg,5,78,87,82,92
YzLcxkQC33HdOEw5XKYjLA,5,84,95,87,86
-xIrVu_7prj_0GDl1tds1w,5,76,94,89,78
2hoBLBsbAdfvFOz8q8OIjw,5,95,86,83,77
-gcS8S7aiHTwYROMC5QP5A,5,77,85,87,86
gS95Lei8i0mXANdCz7Nhbg,5,91,90,90,77
GZ1Kaj4Z2gRS2RsxsQf7aQ,1,31,55,52,46
Dy8BVSkF2VfqGmjb-x56UQ,5,84,92,91,83
rq2Xrp23vN_ur2zNIqGYPw,2,70,62,63,43
JT7cr4C-_ZjjxilGXVrpIA,3,71,16,55,64
T07NQ5miw4ktFJO3vsgAEw,5,91,93,88,80
kN6V5kQgB6rKzxom4e8pqA,1,41,48,34,52
BBt-H2kcXYGumD0Ey84hQw,5,81,88,95,78
